id	concatena	primo_cognome	secondo_cognome	terzo_cognome	primo_nome	secondo_nome	terzo_nome	sesso	luogo_di_nascita	data_di_nascita	luogo_di_morte	data_di_morte	facolta	corso	insegnamenti	inizio_carriera_accademica	fine_carriera_accademica	biografia	ambiti_di_ricerca	carriera_extra_acc	riferimenti_bibliografici	riferimenti_archivistici	docente	rettore	inizio_mandato	fine_mandato	docente_illustre	laureato_ad_honorem	prima_donna_docente	autore	revisore
772	CavinaVirgilio	Cavina			Virgilio			M	Faenza				Filosofia e Arti		Geometria ed Aritmetica			Con patente di nomina del 22 settembre 1770 ottiene la cattedra delle Matematiche in vece del padre Buchetti. Poi sostituito nel 1772 da padre Ignazio Cadello.				ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.1, cc. 61r-62r; c. 69r; 	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
773	CadelloIgnazio	Cadello			Ignazio			M	Seneghe				Filosofia e Arti		Geometria ed Aritmetica; Altre Matematiche			Ignazio Cadello (Seneghe 1733 - Cagliari 1804). Entrato nell’ordine dei Gesuiti, divenne sacerdote. Venne aggregato al Collegio della facoltà di Teologia dell'Università di Cagliari. Il 3 luglio 1772 venne nominato professore delle Matematiche (matematica e geometria) al posto di padre Cavina il quale espresse l'esigenza di tornare in Italia a causa del clima contrario alla sua salute. Fu nominato prefetto del Collegio di Teologia nella Regia Università di Cagliari con incarico a partire dal primo settembre 1788, per un sesennio. Patente di nomina dell'8 luglio 1788. Di idee liberali, nel periodo rivoluzionario si avvicinò a Giovanni Maria Angioy, del quale condivise in parte la visione politica.			voce Cadello Ignazio, in La Grande Enciclopedia della Sardegna, vol. 2 pp. 186.	ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.1, cc. 69r-70r; 128v-129r; 	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
774	GagliardiGiuseppe	Gagliardi			Giuseppe			M	Torino	1734-05-09	Cagliari		Filosofia e Arti		Fisica sperimentale; Etica	1784	1786	"Letterato e filosofo del secolo XVIII, Giuseppe Gagliardi nacque in Torino il 9 maggio 1734. Fatti gli studi elementari della latinità e della retorica nelle pubbliche scuole della sua patria, si accese del desiderio di consacrarsi alla vita religiosa. Quindi nel 27 dicembre 1749 si ascrisse alla compagnia di Gesù nella provincia di Milano, e nel 2 febbraio 1767 ne professò i voti solenni. Destinato nel 1765 da Carlo Emmanuele III re di Sardegna per insegnare la Fisica sperimentale e la Filosofia pratica nella Regia Università di Sassari, occupò tal cattedra per molti anni. Come docente di Fisica e di Etica influì notevolmente sulla cultura sarda, accademica e non, del suo tempo (ebbe tra i suoi allievi Azuni). La città di Sassari, diversamente dai suoi confratelli, lo accolse bene, plaudendo al suo panegirico in occasione della festività di Santa Caterina nell’autunno del 1765. Di ciò si fece interprete l’arcivescovo Viancini che ne elogiò la «verace eloquenza». L’esposizione tutt’altro che arida e scolastica dei suoi scritti e l’uso della lingua italiana nel suo lavoro più importante –L’onest'uomo filosofo. Saggio di filosofia morale– consentirono una larga circolazione delle sue idee. Il 16 novembre 1784 venne destinato alla cattedra di Fisica sperimentale nella Regia Università di Cagliari, con l'obbligo di dettare alternativamente anche l'Etica, percependo l'annualità di lire 600 di Piemonte. A Cagliari rimase in tale uffizio fino al 1786, nel qual anno cessò di vivere, secondo il P. Regonò nella sua opera Rimostranze amichevoli, ec.; ma il Gusta (Il P. Francesco Gusta della compagnia di Gesù, autore notissimo per molte opere date alla luce, lasciò inedito un ms. intitolato ""Notizie degli scrittori gesuiti, i quali dopo la abolizione della compagnia hanno pubblicato diverse opere"") pretende che la sua morte accadesse in detta capitale nel 1789. L’opera del Gagliardi è importante per il forte impatto innovativo determinato dal fatto di essere scritta in italiano: cosa assolutamente inconsueta nell’isola per le opere filosofiche. MORTO NEL 1786."	"Lasciò edite alcune operette di vario argomento: I. L'onesto uomo filosofo.
Saggio di filosofia morale. Cagliari, dalla tipogr. reg. 1772 (un vol. in 8.º), dedicato dall'autore a D. Giulio Cesare Viancini arcivescovo di Sassari.II. L'uso dell'acqua. Sassari, 1780 (un vol. in
8°). III. I privilegi della mano dritta. Sassari, 1780 (un vol. in 8.º), leggiadra scrittura dedicata dal Gagliardi al marchese D. Francesco Boyl. IV. Il Baciamano. Sassari, 1780 (un vol.in 8.°). V. L'origine e uso del vetro. Sassari, 1780 (un vol. in 8°). Scrisse ancora alcuni panegirici e discorsi sacri, che dedicò a D. Antonio Manca duca dell'Asinara, e fece di pubblica ragione in Livorno colle stampe di Gian Vincenzo Falorni (un vol in 4.) (Ved. Caballero, Bibl. script. soc. Jes., supplement. II, pag. 55. - Manno, Stor di Sard., tom. Ill, pag. 262 in
not. – Gagliardi, oper. cit.)."		P. TOLA, Dizionario biografico degli uomini illustri, Vol. 2, pp. 111-112. Effemeride Sarda: Col l'aggiunta d'alcuni cenni biografici, di Pietro Meloni Satta, p. 22, 81. Storia dell'Università di SS, a cura di Antonello Mattone, Vol. primo, 2010 Ilisso Edizioni Nuoro, pp. 344-345	 ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.1, cc. 113r-114r; 	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
775	ConqueddaAngelo	Conquedda			Angelo			M					Filosofia e Arti		Fisica sperimentale; Etica			Collegiale delle Arti nella Regia Università di Cagliari, fu nominato professore di Fisica sperimentale nella stessa, con l'obbligo di dettare anche l'Etica alternativamente con il professore di Logica, e Metafisica, con lo stipendio annuo di 600 lire di Piemonte, il 15 settembre 1789. 				 ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.1, cc. 133r-134r; 	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
776	MuscasGianFilippo	Muscas			Gian	Filippo		M					Filosofia e Arti		Geometria ed Aritmetica; Altre Matematiche; Matematica e geometria elementare; Geometria pratica			Vista l'avanzata età e la salute cagionevole del professore di Matematica e di Geometria pratica, padre Cadello, venne destinato a supplirne le veci il padre Gian Filippo Muscas, delle Scuole Pie ottenendo la nomina a professore straordinario di Matematica e Geometria pratica il 19 giugno 1798. Perfezionò i suoi studi a Firenze, sostenendo con successo la pubblica lettura. Successivamente, in sopravivenza del professore Cadello, fu nominato professore Ordinario il 20 settembre 1802. Ottenne poi l'effettività il 5 novembre 1804. Fu dispensato dall'impiego di professore di Geometria il 15 settembre 1826.				 ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.1, cc. 169r-170r; 182r-182v; 186r-187r.  ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.2, cc. 44r-44v; 	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
777	CossuVincenzo	Cossu			Vincenzo			M	Sanluri				Filosofia e Arti		Fisica sperimentale; Etica			padre scolopio, fu aggregato al Collegio della facoltà filosofica di Cagliari il 22 agosto 1799. Venne ecorato del titolo di professore onorario di Fisica Sperimentale il 30 sett 1800 supplendo le veci del prof di Fisica sperimentale. Assunse spontaneamente l'incarico di ammaesttrare i soggetti applicati al corpo d'artiglieria stabilito in Sardegnane principi analoghi alle materie che ne dipendono....Fu nominato professore di Fisica Sperimentale, con l'obbligo di dettare anche l'Etica alternativamente con quello di Logica, il 18 novembre 1802 con stipendio di lire 500 di Piemonte.				ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.1, cc. 179r-179v; 183r-183v; ivi, s. 2.1.1, b. 47, n. 1, cc. 60	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
778	PrenzaAntioco	Prenza			Antioco			M	Sardara				Filosofia e Arti		Logica e Metafisica			Avvocato, aggregato al collegio di Filosofia e Belle Lettere nella Regia Università di Cagliari il 20 agosto 1829, si distinse nel concorso per la cattedra di Logica e Metafisica , oltre ad aver supplito per vari anni quella di Etica, dunque fu nominato professore di Logica e Metafisica il 26 agosto 1834. Fu collocato a riposo il 19 giugno 1853.				ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.2, cc. 71r-72r; 205r; ivi, s. 2.1.1, b. 47, n. 5, cc. 20-21	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
779	UselliEfisio	Uselli			Efisio			M	Cagliari	1783-02-11	Cagliari		Filosofia e Arti		Fisica sperimentale; Matematica e geometria elementare; Geometria pratica			Avvocato, sacerdote, cavalier,aggregato al Collegio di Filosofia dal 23 marzo 1808, Efisio Uselli fu presso l'Università di Cagliari supplente (reggente) la cattedra di Fisica. Il 26 marzo 1811 ottenne la nomina a professore straordinario di Filosofia con la condizione di continuare a supplire, in caso di impedimento dei rispettivi professori, le lezioni delle cattedre di Fisica e di Matematica. Fu poi nominato professore di Geometria e Matematiche il 19 agosto 1823. In seguito alla sua morte, la cattedra di Matematica e geometria elementare passò a Giampietro Radicati l'11 febbraio 1840.			CONSULTARE: L'Italia nei cento anni del secolo XIX : 1801-1900 : giorno per giorno, Alfredo Comandini, A. Vallardi 1907.	ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.1, cc. 215r-215v; ivi, s. 1.5, b. 13, n.2, cc. 31v-32v; 102v-103v; ivi, s. 2.1.1, b. 47, n. 1, cc. 68	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
780	SiriguStefano	Sirigu			Stefano			M					Filosofia e Arti		Fisica sperimentale			A seguito della gubilazione del professore di geometria padre Muscas e con la surrogazione al medesimo fatta dal dottor Uselli, che ne aveva già ottenuto la sopravivenza, rimase sospesa la cattedra di Fisica sperimentale, che fu assegnata al padre Stefano Sirigu delle Scuole Pie , socio del collegio Filosofico dell'università di Cagliari e lettore di tale scienza nel Collegio di Roma, con nomina del 15 settembre 1826.				ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.2, cc. 48v-49v; 	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
781	CimaAntonio	Cima			Antonio			M	Cagliari	1812-06-07	Udine	1877-11-08	Filosofia e Arti		Fisica sperimentale			Distintosi nel concorso per la cattedra di Fisica sperimentale dell'Università di Cagliari, il dottore in filosofia e medicina Antonio Cima fu nominato professore della stessa il 23 novembre 1844 con stipendio annuo di 1180 lire nuove, incarico che mantenne fino al 1851. Venne poi trasferito alla Regia  Università di Torino, dove fu professore sostituto di Fisica e Direttore sostituto dell'Istituto di Fisica dal 1858. Fu tra i primi ad intraprendere ricerche di biofisica, indi fu provveditore agli studi in Bologna.			Annuario 1902-1903; Gli archivi della scienza. L'Università di Torino e altri casi italiani, a cua di Silvano Montaldo, Paola Novaria, ed Franco Angeli, Milano 2011, p. 124, nota 4	ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.2, cc.151v-153v; 	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
782	AngiusVincenzo	Angius			Vincenzo			M					Filosofia e Arti		Filosofia morale; Logica e Antropologia; Geografia antica e moderna			Teologo e avvocato, socio del collegio di Filosofia e Belle lettere della Regia Università di Cagliari dal 17 settembre 1829, fu nominato professore straordinario di Filosofia il 26 agosto 1834. Da allora fu supplitore della cattedra di Etica, che ottenne con effettività il 21 dicembre 1839.				ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.2, cc.72r-73r; 101r-102r; ivi, s. 2.1.1, b. 47, n. 5, cc. 21-22.	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
783	RadicatiGiampietro	Radicati			Giampietro			M	Torino		Cagliari	1871-07-27	Lettere e Filosofia		Matematica e Geometria elementare; Algebra supplementare, Complementi d'Algebra			padre Giampietro Radicati, prefetto delle scuole Pie di San Giuseppe, socio del Collegio di Belle Lettere e Arti, a seguito del decesso del canonico Uselli fu eletto professore di Matematica e Geometria elementare nella Regia Università di Cagliari l'11 febbraio 1840, con stipendio di lire sarde 520, soldi 16, fino al 1853. Nominato alla cattedra di Fisica sperimentale dal 1854 al 1871. Fu anche professore distintissimo di Algebra e Geometria al Liceo. 			"Annuario 1902-1903; Effemeride Sarda: Col l'aggiunta d'alcuni cenni biografici, di Pietro Meloni Satta, p.131.
 
 "	ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.2, cc.102v-103v; 	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
784	OrunesuFrancesco	Orunesu			Francesco			M			Cagliari	1864-03-26	Lettere e Filosofia		Geometria pratica; Geodesia, trigonometria, geometria analitica, statica, teoria delle macchine semplici, equilibrio delle fabbriche			Fu Ingegnere idraulico di 2° classe, Addetto al servizio dei Ponti e Strade del Distretto di Cagliari. A seguito dell'erezione della nuova cattedra di Geometria Pratica e di Agrimensura nella Regia Università di Cagliari, gli venne affidata la reggenza provvisoria l'11 febbraio 1840. Fu nominato professore effettivo di Geodesia il 10 gennaio 1849. Fu nominato membro del consiglio universitario con stipendio di 300 lire il 23 novembre 1856. professore di geometria pratica ed equilibrio delle fabbriche dal 1841 al 1863.preside della facoltà di Scienze fisiche, matematiche e naturali dal 1 gennaio 1861 al 30 aprile 1864. 		Ingegnere di 2° classe nel corpo Regio del Genio civile	Annuario 1902-1903; Effemeride Sarda: Col l'aggiunta d'alcuni cenni biografici, di Pietro Meloni Satta, p. 54,	ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.2, cc. 103v-105r; c. 167r; 225v; 	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
785	SalomoneSalvatore	Salomone			Salvatore			M	Cagliari				Lettere e Filosofia		Chimica generale e farmaceutica	1826	1853	Salvatore Salomone, speziale, si recò a Torino dove per otto mesi si perfezionò negli studi dei vari campi della Chimica sia generale che medico-farmaceutica, oltre che quella applicata alle arti. La Regia Università di Cagliari il 25 maggio 1824 lo nominò professore di Chimica, autorizzandolo a insegnare la Chimica Generale e gli elementi della Chimica medico- farmaceutica nel Regno di Sardegna, tenedolo presente per il momento in cui nella Regia Università si fosse stabilita una cattedra di Chimica. Fu aggregato al collegio di Filosofia e Belle Lettere dell'Università di Cagliari il 26 agosto 1824 e nominato professore effettivo della nuova cattedra di Chimica Generale e Farmaceutica il 27 giugno 1826. Ottenne un aumento di stipendio di 62 lire sarde e 10 soldi il 28 ottobre 1837. Ottenne inoltre la nomina a Consigliere ordinario del Protomedicato di Sardegna il 4 ottobre 1842. Fu nominato membro del Consiglio universitario il 26 agosto 1850. Giuseppe Manzini lo sostituì nell'insegnamento della Chimica generale e farmaceutica il 27 novembre 1853.	"«Dissertazione sullo iodio letta dal professore di Chimica Salvatore Salomone nel giorno della sua aggregazione al Collegio di Filosofia nella classe di belle lettere a dì 26 agosto 1824» in  ASUCa, USCa, RUSCa, Sezione I, s. 2.1.2, b. 48, n. 1
"	socio corrispondente della Regia Accademia agraria di Torino		ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.2, cc. 35r-36r; 42r-43v; c. 86r; 142r-143r; 180v; 207v-208r; ivi, s. 2.1.1, b. 47, n. 5, cc. 11	sì	no			no	no	no	Laura Cogoni	Eleonora Todde
786	MeloniBailleGiovanni	Meloni	Baille		Giovanni			M					Filosofia e Arti		Storia naturale; Zoologia e Anatomia comparata	1836	1863	"Giovanni Meloni Baille si aggregò al Collegio di Medicina dell'ateneo cagliaritano con Regio Biglietto del 30 ottobre 1829, e l’anno successivo fu nominato supplente fisso della cattedra di Materia medica. In occasione dell'istituzione, nel marzo del 1836, della nuova catteda di Storia Naturale, fu prescelto come professore  della suddetta: «Volendo noi provvedere d’un valente professore la cattedra di Storia naturale novellamente instituita nella Regia Università di Cagliari … abbiamo rivolto le Nostre mire sul  dottore Collegiato in Medicina in detta Università Giovanni Meloni Baïlle, del quale ci sono noti gli estesi lumi nelle Scienze naturali, e le altre qualità che lo rendono meritevole di questo tratto speciale del Nostro gradimento». Il 3 maggio 1836 gli venne inoltre affidato l'incarico temporaneo di direttore del Regio Museo di Scienze naturali e di Antichità. Nipote di Lodovico Baille, la direzione del museo da parte del Meloni Baille fu aspramente criticata da Gaetano Cara che, nella sua autobiografia lo definì ""nepotuncolo [di Lodovico Baille], dottore in medicina, ma in sostanza flebotomo"", accusandolo inoltre di aver tenuto chiuso il museo per la maggior parte del tempo durante i 4 anni di gestione del Meloni Baille. In seguito della morte di Lodovico, Giovanni Meloni Baille fu dimissionato dalla direzione del Museo a causa della scarsa cura della tenuta delle collezioni ed il disordine nel quale il museo era tenuto, e l'incarico passò, il 24 maggio 1840, a Gaetano Cara. Dal 4 ottobre 1842 il Meloni Baïlle ricoprì anche la carica di consigliere ordinario del Protomedicato Generale di Sardegna fino alla soppressione dell’ufficio, nel 1848. Nel 1849 diventò membro del nuovo Consiglio accademico a seguito della sua istituzione, sancita con le Regie Patenti del 18 settembre dello stesso anno. Negli anni successivi fu membro del Consiglio della Facoltà di Medicina e della Facoltà di Filosofia e Lettere. Con Decreto Reale del 30 aprile 1852 venne nominato rettore dell'Università di Cagliari, con l'annuo stipendio di lire 200, ""finchè durerà in tale carica"". Nel marzo del 1857, a causa di motivi di salute, fece domanda per essere collocato a riposo. Il 1° maggio del 1863 venne nominato ordinario di Zoologia e Anatomia comparata. La domanda inoltrata dal Meloni Baïlle nel 1857 venne accolta solo nel 1863 quando fu collocato in aspettativa per adempiere al suo mandato da deputato. Due anni dopo, con Regio Decreto del 26 marzo 1865, venne richiamato in attività e nominato direttore del Gabinetto di Zoologia con uno stipendio di 500 lire superiore rispetto a quello di professore ordinario. Fu collocato a riposo nell’ottobre del 1873. "	Tra le sue pubblicazioni si ricordano: Manuale di anatomia fisiologica del dottore Luigi Rolando tradotta ed arricchita di molte annotazioni dal dottore in medicina Giovanni Meloni Baile, 1829, e Discorso sopra alcune imperfezioni dell’agricoltura in Sardegna, Tipografia Arcivescovile 1832.	Deputato al Parlamento nella VIII Legislatura del Regno d'Italia.	Cara Gaetano, Vita d’un direttore di museo scritta da lui medesimo, a cura di Raimondo Zucca, pp. 47-48; Scheda biografica di Ele	 ASUCa, USCa, RUSCa, Sezione I, s. 1.5, b. 13, n.2, cc. 76v-77v; 143v-144v; 167v-168r; 191r-192r; 192r-193r; 227r	sì	no			no	no	no	Laura Cogoni; Eleonora Todde	Eleonora Todde
